3271.000000	74.318359   	3271.000000	-48.186523  	3271.000000	30.547852   	3271.000000	70.581055   	3271.000000	25.383789   	3271.000000	-7.809570   	3271.000000	-43.288086  	3271.000000	11.494141   	3271.000000	-32.720703  	3271.000000	54.545898   	3271.000000	-51.959961  	3271.000000	59.949219   	3271.000000	-44.517578  	3271.000000	11.001953   	3271.000000	-4.708984   	3271.000000	50.768555   	3271.000000	-68.691406  	3271.000000	-6.284180   	3271.000000	-32.075195  	3271.000000	70.205078   	3271.000000	-20.766602  	3271.000000	42.894531   	3271.000000	7.412109    	3271.000000	-6.015625   	3271.000000	16.980469   	3271.000000	-102.947266 
3271.097656	48.318359   	3271.097656	-25.186523  	3271.097656	54.547852   	3271.097656	34.581055   	3271.097656	97.383789   	3271.097656	-11.809570  	3271.097656	-45.288086  	3271.097656	-20.505859  	3271.097656	-28.720703  	3271.097656	50.545898   	3271.097656	-24.959961  	3271.097656	25.949219   	3271.097656	-36.517578  	3271.097656	4.001953    	3271.097656	8.291016    	3271.097656	67.768555   	3271.097656	-30.691406  	3271.097656	22.715820   	3271.097656	-9.075195   	3271.097656	11.205078   	3271.097656	-48.766602  	3271.097656	20.894531   	3271.097656	-24.587891  	3271.097656	-23.015625  	3271.097656	-13.019531  	3271.097656	-91.947266  
3271.195557	5.318359    	3271.195557	-41.186523  	3271.195557	11.547852   	3271.195557	18.581055   	3271.195557	48.383789   	3271.195557	7.190430    	3271.195557	-54.288086  	3271.195557	-7.505859   	3271.195557	-21.720703  	3271.195557	74.545898   	3271.195557	0.040039    	3271.195557	-28.050781  	3271.195557	-41.517578  	3271.195557	9.001953    	3271.195557	-9.708984   	3271.195557	8.768555    	3271.195557	33.308594   	3271.195557	20.715820   	3271.195557	43.924805   	3271.195557	-30.794922  	3271.195557	-34.766602  	3271.195557	-16.105469  	3271.195557	-30.587891  	3271.195557	-6.015625   	3271.195557	-7.019531   	3271.195557	-27.947266  
3271.293213	18.318359   	3271.293213	-50.186523  	3271.293213	-37.452148  	3271.293213	-43.418945  	3271.293213	15.383789   	3271.293213	-2.809570   	3271.293213	-100.288086 	3271.293213	-4.505859   	3271.293213	-13.720703  	3271.293213	50.545898   	3271.293213	6.040039    	3271.293213	-46.050781  	3271.293213	-37.517578  	3271.293213	5.001953    	3271.293213	-18.708984  	3271.293213	0.768555    	3271.293213	21.308594   	3271.293213	6.715820    	3271.293213	16.924805   	3271.293213	-44.794922  	3271.293213	-14.766602  	3271.293213	-13.105469  	3271.293213	-5.587891   	3271.293213	-1.015625   	3271.293213	-40.019531  	3271.293213	14.052734   
3271.391113	-1.681641   	3271.391113	-42.186523  	3271.391113	-74.452148  	3271.391113	-92.418945  	3271.391113	-16.616211  	3271.391113	-20.809570  	3271.391113	-96.288086  	3271.391113	17.494141   	3271.391113	14.279297   	3271.391113	31.545898   	3271.391113	6.040039    	3271.391113	-66.050781  	3271.391113	-38.517578  	3271.391113	-16.998047  	3271.391113	-9.708984   	3271.391113	22.768555   	3271.391113	31.308594   	3271.391113	-6.284180   	3271.391113	-0.075195   	3271.391113	-57.794922  	3271.391113	-40.766602  	3271.391113	-2.105469   	3271.391113	19.412109   	3271.391113	-14.015625  	3271.391113	-49.019531  	3271.391113	39.052734   
3271.488770	-72.681641  	3271.488770	-89.186523  	3271.488770	-56.452148  	3271.488770	-62.418945  	3271.488770	-69.616211  	3271.488770	9.190430    	3271.488770	-72.288086  	3271.488770	38.494141   	3271.488770	51.279297   	3271.488770	-3.454102   	3271.488770	20.040039   	3271.488770	-52.050781  	3271.488770	-12.517578  	3271.488770	-23.998047  	3271.488770	3.291016    	3271.488770	41.768555   	3271.488770	27.308594   	3271.488770	1.715820    	3271.488770	10.924805   	3271.488770	-11.794922  	3271.488770	-29.766602  	3271.488770	46.894531   	3271.488770	43.412109   	3271.488770	-39.015625  	3271.488770	-87.019531  	3271.488770	11.052734   
3271.586426	-134.681641 	3271.586426	-61.186523  	3271.586426	-49.452148  	3271.586426	-41.418945  	3271.586426	-74.616211  	3271.586426	26.190430   	3271.586426	-21.288086  	3271.586426	23.494141   	3271.586426	38.279297   	3271.586426	-25.454102  	3271.586426	5.040039    	3271.586426	-9.050781   	3271.586426	2.482422    	3271.586426	-19.998047  	3271.586426	-39.708984  	3271.586426	33.768555   	3271.586426	26.308594   	3271.586426	42.715820   	3271.586426	-17.075195  	3271.586426	56.205078   	3271.586426	-21.766602  	3271.586426	86.894531   	3271.586426	30.412109   	3271.586426	-47.015625  	3271.586426	-90.019531  	3271.586426	5.052734    
3271.684326	-84.681641  	3271.684326	-54.186523  	3271.684326	-51.452148  	3271.684326	-39.418945  	3271.684326	-80.616211  	3271.684326	-13.809570  	3271.684326	-2.288086   	3271.684326	-6.505859   	3271.684326	16.279297   	3271.684326	-40.454102  	3271.684326	3.040039    	3271.684326	-9.050781   	3271.684326	9.482422    	3271.684326	6.001953    	3271.684326	-7.708984   	3271.684326	-3.231445   	3271.684326	37.308594   	3271.684326	11.715820   	3271.684326	-26.075195  	3271.684326	57.205078   	3271.684326	24.233398   	3271.684326	75.894531   	3271.684326	34.412109   	3271.684326	-26.015625  	3271.684326	-68.019531  	3271.684326	68.052734   
3271.781982	-24.681641  	3271.781982	-60.186523  	3271.781982	-59.452148  	3271.781982	-4.418945   	3271.781982	-110.616211 	3271.781982	-28.809570  	3271.781982	-9.288086   	3271.781982	-16.505859  	3271.781982	27.279297   	3271.781982	-5.454102   	3271.781982	5.040039    	3271.781982	11.949219   	3271.781982	-55.517578  	3271.781982	26.001953   	3271.781982	-4.708984   	3271.781982	-9.231445   	3271.781982	-20.691406  	3271.781982	-54.284180  	3271.781982	-9.075195   	3271.781982	82.205078   	3271.781982	30.233398   	3271.781982	10.894531   	3271.781982	31.412109   	3271.781982	-41.015625  	3271.781982	-99.019531  	3271.781982	118.052734  
3271.879883	-41.681641  	3271.879883	-52.186523  	3271.879883	-23.452148  	3271.879883	-26.418945  	3271.879883	-140.616211 	3271.879883	-3.809570   	3271.879883	22.711914   	3271.879883	-4.505859   	3271.879883	50.279297   	3271.879883	-30.454102  	3271.879883	-7.959961   	3271.879883	-8.050781   	3271.879883	-98.517578  	3271.879883	-2.998047   	3271.879883	9.291016    	3271.879883	-4.231445   	3271.879883	-52.691406  	3271.879883	-58.284180  	3271.879883	-17.075195  	3271.879883	18.205078   	3271.879883	-4.766602   	3271.879883	-24.105469  	3271.879883	11.412109   	3271.879883	-47.015625  	3271.879883	-84.019531  	3271.879883	79.052734   
