3266	0.013186
3266.1	0.020746
3266.2	0.0093303
3266.4	0.0015193
3266.5	0.0024206
3266.6	-0.011474
3266.7	-0.0085198
3266.8	0.0079784
3266.9	-0.0053654
3267.1	0.0039227
3267.2	0.0057503
3267.3	0.0029964
3267.4	0.0073525
3267.5	0.016966
3267.6	0.0033719
3267.8	0.0079033
3267.9	0.00046785
3268	0.0061759
3268.1	-0.005841
3268.2	-0.0032624
3268.3	0.014412
3268.5	0.0090299
3268.6	0.017867
3268.7	0.00014239
3268.8	-0.0062416
3268.9	0.0060507
3269	0.0069269
3269.2	0.015138
3269.3	0.015289
3269.4	0.024126
3269.5	0.0011438
3269.6	0.00034267
3269.8	0.0090549
3269.9	0.0065764
3270	0.0093554
3270.1	0.011759
3270.2	0.019745
3270.3	0.021272
3270.5	0.024777
3270.6	0.00011735
3270.7	-0.0021859
3270.8	-7.82E-06
3270.9	0.0088046
3271	0.00021749
3271.2	-0.0060664
3271.3	9.23E-05
3271.4	0.012084
3271.5	0.016716
3271.6	0.0097059
3271.7	0.0064262
3271.9	0.005525
3272	0.0072023
3272.1	-0.0085949
3272.2	0.0051995
3272.3	0.015164
3272.5	0.0039978
3272.6	-0.00030825
3272.7	0.0035722
3272.8	0.0040479
3272.9	0.0030965
3273	0.021748
3273.2	0.006276
3273.3	0.018193
3273.4	-0.0063668
3273.5	-0.0062166
3273.6	0.0051244
3273.7	0.004098
3273.9	-0.0015099
3274	0.019895
3274.1	0.0074777
3274.2	0.0082538
3274.3	-0.00060867
3274.4	0.014788
3274.6	0.0047739
3274.7	-0.0037881
3274.8	0.0068018
3274.9	0.0029463
3275	0.012059
3275.1	0.010382
3275.3	0.021422
3275.4	0.011133
3275.5	0.016115
3275.6	0.021948
3275.7	0.0060507
3275.9	-0.0056908
3276	-0.00043342
3276.1	-0.0049147
3276.2	0.011859
3276.3	0.021272
3276.4	-0.00020811
3276.6	0.0081787
3276.7	0.0079534
3276.8	0.0087545
3276.9	0.017367
3277	0.0068769
3277.1	0.012435
3277.3	0.0027961
3277.4	0.0035973
3277.5	6.73E-05
3277.6	0.019119
3277.7	0.0231
3277.8	0.01594
3278	0.0066015
3278.1	-0.0033625
3278.2	0.00019246
3278.3	0.019695
3278.4	0.011208
3278.6	0.0046237
3278.7	0.0035472
3278.8	0.0070521
3278.9	0.012184
3279	0.0075528
3279.1	0.00913
3279.3	0.0028963
