3271.000000	-12.333008  	3271.000000	-43.997070  	3271.000000	-39.986328  	3271.000000	40.434570   	3271.000000	-0.953125   	3271.000000	-44.224609  	3271.000000	16.947266   	3271.000000	-13.640625  	3271.000000	-1.969727   	3271.000000	20.317383   	3271.000000	-77.417969  	3271.000000	-48.598633  	3271.000000	29.380859   	3271.000000	27.497070   	3271.000000	-75.130859  	3271.000000	-26.174805  	3271.000000	53.070313   	3271.000000	-24.814453  	3271.000000	67.823242   	3271.000000	-23.987305  
3271.097656	-28.333008  	3271.097656	-61.997070  	3271.097656	-6.986328   	3271.097656	39.434570   	3271.097656	1.046875    	3271.097656	-11.224609  	3271.097656	2.947266    	3271.097656	-14.640625  	3271.097656	20.030273   	3271.097656	0.317383    	3271.097656	-41.417969  	3271.097656	-55.598633  	3271.097656	-20.619141  	3271.097656	25.497070   	3271.097656	-59.130859  	3271.097656	-60.174805  	3271.097656	44.070313   	3271.097656	-46.814453  	3271.097656	67.823242   	3271.097656	5.012695    
3271.195557	-33.333008  	3271.195557	-47.997070  	3271.195557	15.013672   	3271.195557	14.434570   	3271.195557	-13.953125  	3271.195557	-12.224609  	3271.195557	-14.052734  	3271.195557	-24.640625  	3271.195557	39.030273   	3271.195557	-6.682617   	3271.195557	-31.417969  	3271.195557	-22.598633  	3271.195557	-22.619141  	3271.195557	3.497070    	3271.195557	-36.130859  	3271.195557	-79.174805  	3271.195557	26.070313   	3271.195557	-16.814453  	3271.195557	92.823242   	3271.195557	-30.987305  
3271.293213	-20.333008  	3271.293213	-29.997070  	3271.293213	10.013672   	3271.293213	-16.565430  	3271.293213	-26.953125  	3271.293213	-4.224609   	3271.293213	16.947266   	3271.293213	-47.640625  	3271.293213	54.030273   	3271.293213	-8.682617   	3271.293213	2.582031    	3271.293213	3.401367    	3271.293213	-21.619141  	3271.293213	-6.502930   	3271.293213	-47.130859  	3271.293213	-77.174805  	3271.293213	21.070313   	3271.293213	-5.814453   	3271.293213	45.823242   	3271.293213	-50.987305  
3271.391113	-13.333008  	3271.391113	-24.997070  	3271.391113	-39.986328  	3271.391113	-9.565430   	3271.391113	-46.953125  	3271.391113	27.775391   	3271.391113	19.947266   	3271.391113	-16.640625  	3271.391113	31.030273   	3271.391113	35.317383   	3271.391113	27.582031   	3271.391113	18.401367   	3271.391113	-17.619141  	3271.391113	36.497070   	3271.391113	-47.130859  	3271.391113	-100.174805 	3271.391113	-1.929688   	3271.391113	-0.814453   	3271.391113	12.823242   	3271.391113	-67.987305  
3271.488770	-0.333008   	3271.488770	-44.997070  	3271.488770	-38.986328  	3271.488770	-6.565430   	3271.488770	-53.953125  	3271.488770	47.775391   	3271.488770	-8.052734   	3271.488770	-4.640625   	3271.488770	2.030273    	3271.488770	46.317383   	3271.488770	15.582031   	3271.488770	24.401367   	3271.488770	38.380859   	3271.488770	26.497070   	3271.488770	-24.130859  	3271.488770	-81.174805  	3271.488770	33.070313   	3271.488770	4.185547    	3271.488770	6.823242    	3271.488770	-75.987305  
3271.586426	24.666992   	3271.586426	-66.997070  	3271.586426	22.013672   	3271.586426	5.434570    	3271.586426	-72.953125  	3271.586426	16.775391   	3271.586426	-15.052734  	3271.586426	2.359375    	3271.586426	-2.969727   	3271.586426	49.317383   	3271.586426	-3.417969   	3271.586426	26.401367   	3271.586426	67.380859   	3271.586426	-16.502930  	3271.586426	-4.130859   	3271.586426	-56.174805  	3271.586426	47.070313   	3271.586426	-2.814453   	3271.586426	38.823242   	3271.586426	-22.987305  
3271.684326	26.666992   	3271.684326	-53.997070  	3271.684326	75.013672   	3271.684326	-8.565430   	3271.684326	-65.953125  	3271.684326	2.775391    	3271.684326	8.947266    	3271.684326	29.359375   	3271.684326	14.030273   	3271.684326	31.317383   	3271.684326	-48.417969  	3271.684326	14.401367   	3271.684326	51.380859   	3271.684326	-8.502930   	3271.684326	13.869141   	3271.684326	-42.174805  	3271.684326	1.070313    	3271.684326	-31.814453  	3271.684326	22.823242   	3271.684326	36.012695   
3271.781982	2.666992    	3271.781982	-21.997070  	3271.781982	65.013672   	3271.781982	-12.565430  	3271.781982	-33.953125  	3271.781982	-15.224609  	3271.781982	22.947266   	3271.781982	10.359375   	3271.781982	26.030273   	3271.781982	-0.682617   	3271.781982	-42.417969  	3271.781982	11.401367   	3271.781982	13.380859   	3271.781982	-2.502930   	3271.781982	-3.130859   	3271.781982	-5.174805   	3271.781982	-1.929688   	3271.781982	-39.814453  	3271.781982	-9.176758   	3271.781982	39.012695   
3271.879883	-19.333008  	3271.879883	-0.997070   	3271.879883	74.013672   	3271.879883	-32.565430  	3271.879883	-23.953125  	3271.879883	7.775391    	3271.879883	21.947266   	3271.879883	-13.640625  	3271.879883	13.030273   	3271.879883	-9.682617   	3271.879883	-41.417969  	3271.879883	-0.598633   	3271.879883	15.380859   	3271.879883	13.497070   	3271.879883	0.869141    	3271.879883	-1.174805   	3271.879883	-15.929688  	3271.879883	-27.814453  	3271.879883	-19.176758  	3271.879883	28.012695   
3271.977539	-10.333008  	3271.977539	-29.997070  	3271.977539	68.013672   	3271.977539	-21.565430  	3271.977539	-41.953125  	3271.977539	-0.224609   	3271.977539	27.947266   	3271.977539	-16.640625  	3271.977539	0.030273    	3271.977539	-0.682617   	3271.977539	-37.417969  	3271.977539	-19.598633  	3271.977539	38.380859   	3271.977539	-4.502930   	3271.977539	7.869141    	3271.977539	9.825195    	3271.977539	-27.929688  	3271.977539	-44.814453  	3271.977539	-7.176758   	3271.977539	-42.987305  
3272.075195	24.666992   	3272.075195	-8.997070   	3272.075195	34.013672   	3272.075195	4.434570    	3272.075195	-28.953125  	3272.075195	-23.224609  	3272.075195	17.947266   	3272.075195	-16.640625  	3272.075195	6.030273    	3272.075195	8.317383    	3272.075195	1.582031    	3272.075195	-5.598633   	3272.075195	60.380859   	3272.075195	-2.502930   	3272.075195	-7.130859   	3272.075195	-32.174805  	3272.075195	-11.929688  	3272.075195	-24.814453  	3272.075195	-20.176758  	3272.075195	-42.987305  
3272.173096	38.666992   	3272.173096	1.002930    	3272.173096	21.013672   	3272.173096	43.434570   	3272.173096	-49.953125  	3272.173096	-25.224609  	3272.173096	18.947266   	3272.173096	-4.640625   	3272.173096	52.030273   	3272.173096	-11.682617  	3272.173096	12.582031   	3272.173096	-9.598633   	3272.173096	26.380859   	3272.173096	23.497070   	3272.173096	-18.130859  	3272.173096	-26.174805  	3272.173096	10.070313   	3272.173096	17.185547   	3272.173096	11.823242   	3272.173096	-15.987305  
3272.270752	41.666992   	3272.270752	9.002930    	3272.270752	28.013672   	3272.270752	41.434570   	3272.270752	-43.953125  	3272.270752	-56.224609  	3272.270752	13.947266   	3272.270752	-1.640625   	3272.270752	60.030273   	3272.270752	-13.682617  	3272.270752	-29.417969  	3272.270752	-29.598633  	3272.270752	22.380859   	3272.270752	5.497070    	3272.270752	4.869141    	3272.270752	2.825195    	3272.270752	2.070313    	3272.270752	31.185547   	3272.270752	57.823242   	3272.270752	-41.987305  
