3279.275    0.15321 3279.275   -0.15929 3278.297    1.78014 3279.079   -1.26270 3278.981   -0.75334 3279.177    0.48965 3279.470   -1.59643 3279.079    0.57606 3279.372   -0.30236 3279.861   -1.49419 3279.372    0.48670 3279.568   -0.93491 3279.177   -0.55019 3279.861   -0.15825 3279.372   -2.07831 3280.545   -0.64525 3279.959   -1.10928 3280.057   -0.98404 3279.763    1.05993 3280.643   -1.67472
3279.373    0.99129 3279.373    1.53022 3278.395   -0.07521 3279.177   -1.28426 3279.079   -0.21108 3279.275    0.48965 3279.568   -1.24750 3279.177    0.50512 3279.470   -0.27710 3279.959   -1.29566 3279.470   -0.68146 3279.666   -1.31954 3279.275   -0.64951 3279.959   -1.02097 3279.470   -0.97646 3280.643   -0.00588 3280.057   -0.32026 3280.155   -1.16094 3279.861    0.42020 3280.741   -1.30246
3279.470    0.63984 3279.470    2.51842 3278.493    0.15198 3279.275   -1.06866 3279.177   -0.06962 3279.372    0.32467 3279.666   -0.32532 3279.275   -0.01515 3279.568   -0.55497 3280.057   -0.89859 3279.568   -0.85545 3279.763   -0.57987 3279.372    0.27746 3280.057   -0.24452 3279.568   -0.71720 3280.741    0.66713 3280.155   -0.49958 3280.252   -2.46996 3279.959    0.13588 3280.839   -1.26523
3279.568    0.07210 3279.568    2.29528 3278.590   -0.26453 3279.372   -0.70213 3279.275    0.37833 3279.470    0.15969 3279.763   -0.44994 3279.372    0.24498 3279.666   -0.65601 3280.154   -0.21790 3279.666   -0.25893 3279.861   -0.04730 3279.470    0.54231 3280.154   -0.07198 3279.666   -1.78665 3280.839    0.22967 3280.252   -0.35612 3280.350   -1.55011 3280.057   -0.36169 3280.936   -1.67472
3279.666    0.26135 3279.666    1.75336 3278.688   -3.25582 3279.470   -0.50808 3279.373    1.48642 3279.568   -0.64164 3279.861   -0.97334 3279.470    0.22134 3279.763   -0.50444 3280.252   -0.21790 3279.763    0.16359 3279.959    0.27816 3279.568    0.07882 3280.252    0.56068 3279.763   -1.46257 3280.937   -0.34239 3280.350    0.36117 3280.448    1.03255 3280.155   -0.75263 3281.034    0.11215
3279.763    0.18024 3279.763    0.66952 3278.786   -4.61894 3279.568   -0.50808 3279.470    1.17993 3279.666    0.01827 3279.959   -1.04811 3279.568    0.74160 3279.861   -0.27710 3280.350   -0.50152 3279.861   -0.15952 3280.057   -0.01771 3279.666   -0.11982 3280.350    0.58944 3279.861    0.44946 3281.034   -0.98175 3280.448   -0.89409 3280.545    1.91702 3280.252   -1.64114 3281.132    0.55887
3279.861   -0.44156 3279.861    0.60577 3278.884   -3.33155 3279.666   -0.18468 3279.568   -0.11678 3279.763    0.06541 3280.057   -0.64933 3279.666    0.93079 3279.959   -0.32762 3280.448    0.00900 3279.959   -0.08495 3280.155    0.42609 3279.763   -0.18603 3280.448    0.18684 3279.959    0.74113 3281.132   -0.61159 3280.546   -1.46793 3280.643    2.02316 3280.350   -2.49410 3281.230   -0.18566
3279.959   -0.84709 3279.959    1.37083 3278.981   -2.42280 3279.763   -0.59432 3279.666   -1.20130 3279.861   -0.80662 3280.155   -0.77395 3279.763    0.69431 3280.057   -0.40340 3280.545    0.71805 3280.057   -0.20923 3280.252    0.27816 3279.861   -1.77512 3280.545    0.27311 3280.057    1.00039 3281.230    0.76808 3280.643   -0.78650 3280.741    0.96179 3280.448   -1.71222 3281.327    1.15450
3280.057   -1.36075 3280.057    0.38262 3279.079   -1.40046 3279.861   -0.57276 3279.763   -0.94195 3279.959   -1.06588 3280.252   -0.67426 3279.861    0.38688 3280.154   -0.15080 3280.643    0.91659 3280.154   -0.85545 3280.350    0.18940 3279.959   -2.96694 3280.643    0.99204 3280.154    0.06057 3281.327    1.54205 3280.741   -0.32026 3280.839   -0.48874 3280.545   -0.43277 3281.425    1.19172
3280.155   -1.14447 3280.155   -0.86060 3279.177   -2.68785 3279.959   -0.68057 3279.861    0.02468 3280.057   -0.92447 3280.350   -0.52471 3279.959    0.67066 3280.252    0.05129 3280.741    1.03004 3280.252   -1.47681 3280.448    0.45568 3280.057   -2.13929 3280.741    1.07832 3280.252    0.28743 3281.425    2.18141 3280.839    0.75568 3280.937   -1.97465 3280.643   -1.03695 3281.523    1.37786
3280.252   -0.41453 3280.252   -0.86060 3279.275   -0.98396 3280.057   -0.40028 3279.959    0.75555 3280.154   -0.33525 3280.448    0.02361 3280.057    0.69431 3280.350    0.00076 3280.839    1.79582 3280.350   -1.70050 3280.545    0.98825 3280.154   -1.64269 3280.839    0.79074 3280.350    0.38465 3281.523    1.50840 3280.937    0.82741 3281.034   -1.09018 3280.741   -0.43277 3281.621    1.89903
3280.350   -0.44156 3280.350   -1.59379 3279.373    1.13645 3280.155   -0.46496 3280.057   -0.21108 3280.252    0.27753 3280.546   -0.07609 3280.155    0.55242 3280.448    0.32915 3280.937    1.73909 3280.448   -1.12885 3280.643    0.84031 3280.252   -1.80822 3280.937    0.44565 3280.448    1.09761 3281.621    1.17189 3281.034    0.79154 3281.132   -0.27647 3280.839   -1.10803 3281.719    1.26618
3280.448   -0.76598 3280.448   -0.82872 3279.470    0.49275 3280.252   -0.55120 3280.155   -1.38991 3280.350    0.20682 3280.643   -0.47487 3280.252    0.19769 3280.545   -0.30236 3281.034    0.12245 3280.545   -0.55719 3280.741    0.01188 3280.350   -1.54338 3281.034    0.33063 3280.545    1.48650 3281.719    2.04681 3281.132    0.46876 3281.230   -1.19632 3280.937   -0.14844 3281.816    1.26618
3280.545   -0.79302 3280.545    0.44638 3279.568    0.07625 3280.350   -0.33560 3280.252   -1.15414 3280.448   -0.07600 3280.741   -0.10101 3280.350    0.50512 3280.643   -0.04976 3281.132   -0.13281 3280.643   -0.28379 3280.839    0.21899 3280.448   -1.14610 3281.132   -0.44582 3280.643   -0.26350 3281.816    2.65252 3281.230   -0.32026 3281.327   -1.55011 3281.034    0.49128 3281.914    1.34063
3280.643   -1.09040 3280.643    1.53022 3279.666    0.07625 3280.448   -0.48652 3280.350   -0.30539 3280.545   -0.61808 3280.839    0.39747 3280.448    0.17404 3280.741   -0.20132 3281.230    0.49116 3280.741   -0.80574 3280.937    0.33733 3280.545   -1.11300 3281.230   -0.41707 3280.741   -0.87924 3281.914    2.82078 3281.328   -0.82236 3281.425   -2.64685 3281.132    0.10034 3282.012    0.78223
3280.741   -1.27965 3280.741    1.21144 3279.763    2.65103 3280.545    0.26810 3280.448    0.30760 3280.643   -0.78306 3280.937    0.84609 3280.545    0.00850 3280.839   -0.60549 3281.327    0.34935 3280.839   -0.60690 3281.034   -0.60945 3280.643   -2.40413 3281.327   -0.38831 3280.839   -0.32831 3282.012    1.87856 3281.425    0.82741 3281.523   -1.83314 3281.230    0.77560 3282.109    0.70778
3280.839   -0.27935 3280.839   -0.41432 3279.861    4.80930 3280.643    0.44058 3280.545    0.42548 3280.741   -0.73592 3281.034    0.32269 3280.643   -0.18069 3280.936   -0.30236 3281.425    0.54788 3280.936   -0.18437 3281.132   -0.75739 3280.741   -3.13247 3281.425   -0.99221 3280.936    0.57909 3282.109    1.37380 3281.523    1.54470 3281.621   -0.63026 3281.327    1.52195 3282.207   -0.14843
3280.937    0.82908 3280.937   -1.17938 3279.959    4.58211 3280.741   -0.33560 3280.643    0.21329 3280.839    0.01827 3281.132    0.19808 3280.741   -0.18069 3281.034    0.02603 3281.523    0.43443 3281.034   -0.03524 3281.230   -0.46152 3280.839   -3.16557 3281.523   -0.38831 3281.034    1.00039 3282.207    0.90269 3281.621    0.89914 3281.719   -1.69162 3281.425   -0.78817 3282.305   -1.45136
3281.034   -0.60377 3281.034   -2.04007 3280.057    2.87821 3280.839   -0.05531 3280.741    0.54336 3280.936    0.58392 3281.230    0.24792 3280.839   -0.48812 3281.132    0.80910 3281.621   -0.27462 3281.132    0.11388 3281.327   -0.28400 3280.936   -1.41095 3281.621    0.33063 3281.132    1.87539 3282.305    0.93634 3281.719    0.25357 3281.816   -1.65624 3281.523   -2.31640 3282.403    1.56399
3281.132   -0.22528 3281.132   -2.58199 3280.155    1.09859 3280.937   -0.18468 3280.839    0.66125 3281.034    0.77247 3281.328   -0.47487 3280.937   -0.55907 3281.230    1.36483 3281.719   -0.61497 3281.230    0.46185 3281.425   -0.63904 3281.034    0.37678 3281.719   -0.56085 3281.230    0.64391 3282.403   -0.14049 3281.816    0.89914 3281.914    1.06793 3281.621   -2.28086 3282.500    0.85668
3281.230   -0.19825 3281.230   -1.84881 3280.252    0.49275 3281.034   -0.44340 3280.937   -0.06962 3281.132    0.48965 3281.425   -1.32227 3281.034   -0.10974 3281.327    1.56691 3281.816   -0.16117 3281.327    0.01447 3281.523   -0.99409 3281.132   -0.15292 3281.816   -0.96345 3281.327    0.28743 3282.500   -1.55381 3281.914    1.25778 3282.012    3.79210 3281.719   -1.92546 3282.598   -2.19590
3281.327   -0.79302 3281.327   -1.11562 3280.350   -1.77911 3281.132    0.28966 3281.034    0.09541 3281.229    1.07886 3281.523   -0.99826 3281.132   -0.18069 3281.425    0.60702 3281.914   -0.58660 3281.425   -0.78088 3281.621   -0.60945 3281.229   -1.44406 3281.914   -0.70464 3281.425   -0.19869 3282.598   -1.21731 3282.012    0.28944 3282.109    3.36756 3281.816   -0.32614 3282.696   -2.00976
3281.425   -1.52296 3281.425   -1.88068 3280.448   -0.56745 3281.230    0.80711 3281.132    0.47264 3281.327    0.74890 3281.621   -0.02624 3281.230   -0.46447 3281.523    0.10181 3282.012   -0.92695 3281.523   -0.97972 3281.719    0.45568 3281.327   -2.17239 3282.012   -0.10073 3281.523   -0.71720 3282.696   -0.81350 3282.110    0.00252 3282.207    2.16468 3281.914   -0.25506 3282.794   -1.37691
3281.523   -1.54999 3281.523   -1.62566 3280.545    0.03838 3281.327    1.00115 3281.230    0.40191 3281.425   -0.35882 3281.719    0.82117 3281.327   -0.27528 3281.621   -0.20132 3282.109   -0.84186 3281.621   -0.55719 3281.816    0.86990 3281.425   -2.17239 3282.109    0.84826 3281.621   -0.61998 3282.794   -1.04905 3282.207    0.43290 3282.305    1.88164 3282.012   -0.14844 3282.891   -0.74406
3281.621   -0.95523 3281.621   -1.30689 3280.643    0.22770 3281.425    0.52682 3281.328    0.68482 3281.523   -1.13658 3281.816    0.17315 3281.425   -0.29893 3281.719   -0.68127 3282.207   -1.18221 3281.719   -0.20923 3281.914    0.89949 3281.523   -2.07307 3282.207    1.13583 3281.719    0.02817 3282.892   -0.20779 3282.305    0.54049 3282.403    0.67876 3282.110    0.17142 3282.989    1.45231
3281.719   -1.41482 3281.719   -1.27501 3280.741    1.85587 3281.523    0.11717 3281.425    1.10920 3281.621   -1.79650 3281.914   -0.22563 3281.523   -0.55907 3281.816   -0.68127 3282.305   -2.00471 3281.816   -0.30864 3282.012    0.98825 3281.621   -2.07307 3282.305    1.07832 3281.816    0.48187 3282.989   -0.00588 3282.403    0.50463 3282.500   -0.66563 3282.207   -0.07736 3283.087    0.63332
3281.816   -1.03633 3281.816   -1.88068 3280.839    1.55296 3281.621    0.91491 3281.523    1.06205 3281.718   -1.58439 3282.012   -0.44994 3281.621   -0.41718 3281.914   -0.35288 3282.403   -1.77781 3281.914   -0.06010 3282.109    0.13022 3281.718   -1.41095 3282.403    1.42340 3281.914    2.19946 3283.087   -0.24144 3282.500    0.86327 3282.598   -0.41798 3282.305   -1.14357 3283.185   -1.45136
3281.914   -0.27935 3281.914   -1.46628 3280.937    0.26557 3281.719    1.19520 3281.621    0.94417 3281.816   -1.06588 3282.110   -0.25055 3281.719   -0.34623 3282.012    0.37967 3282.500   -1.21057 3282.012   -0.13466 3282.207   -1.52665 3281.816   -1.47716 3282.500    1.65346 3282.012    2.75039 3283.185   -0.20779 3282.598    1.83161 3282.696   -0.52412 3282.403   -1.60560 3283.282    0.59610
3282.012   -0.09011 3282.012    0.44638 3281.034   -0.98396 3281.816    0.80711 3281.719    0.51979 3281.914   -0.19384 3282.207    0.29777 3281.816   -0.70096 3282.109    0.45545 3282.598   -0.78514 3282.109   -0.23408 3282.305   -1.64500 3281.914   -1.04679 3282.598    1.02080 3282.109    3.85224 3283.282   -0.37604 3282.696    1.43710 3282.794    0.25422 3282.500   -3.13383 3283.380    0.40996
3282.110   -0.22528 3282.110    1.65773 3281.132   -1.24901 3281.914    0.78555 3281.816    0.63767 3282.012    0.46608 3282.305    0.74640 3281.914   -0.39353 3282.207   -0.35288 3282.696   -0.84186 3282.207   -0.90516 3282.403   -0.25441 3282.012    0.67473 3282.696    1.19334 3282.207    2.81520 3283.380    0.22967 3282.794    0.14598 3282.892    0.71414 3282.598   -3.66693 3283.478    0.33551
3282.207   -1.11744 3282.207    0.57389 3281.230   -0.71891 3282.012    0.59150 3281.914    0.54336 3282.109    0.18325 3282.403    0.22300 3282.012   -0.36988 3282.305    0.15233 3282.794   -1.06876 3282.305   -0.60690 3282.500    0.92908 3282.109    0.74094 3282.794    1.39465 3282.305    0.25502 3283.478   -0.30874 3282.892   -0.89409 3282.989    0.67876 3282.696   -1.81884 3283.576    2.04793
3282.305   -0.33342 3282.305   -0.63746 3281.327   -0.26453 3282.109    0.07405 3282.012    0.47264 3282.207    0.25396 3282.500   -0.54964 3282.109   -0.34623 3282.403    1.36483 3282.891   -1.46583 3282.403   -0.40806 3282.598    0.60362 3282.207   -0.64951 3282.891    0.76198 3282.403   -0.74961 3283.576   -0.88080 3282.989   -1.53965 3283.087    0.28960 3282.794   -0.50385 3283.673   -0.11121
3282.403   -0.46860 3282.403   -0.76497 3281.425   -0.11308 3282.207    0.03093 3282.110    0.89701 3282.305    0.13612 3282.598   -0.47487 3282.207   -0.03880 3282.500    1.18801 3282.989   -0.95531 3282.500   -0.40806 3282.696   -0.37276 3282.305   -2.03997 3282.989   -0.76215 3282.500   -2.04591 3283.674   -0.61159 3283.087   -2.79491 3283.185    0.67876 3282.892   -0.61047 3283.771    0.07493
3282.500   -0.11714 3282.500   -0.15929 3281.523    1.06072 3282.305    0.00937 3282.207    0.59052 3282.403    0.08898 3282.696   -0.20070 3282.305    0.31593 3282.598    0.55649 3283.087   -0.52988 3282.598   -0.28379 3282.794   -0.81656 3282.403   -1.70891 3283.087   -0.18701 3282.598   -2.85609 3283.771   -0.81350 3283.185   -2.75905 3283.282   -0.41798 3282.989   -0.64601 3283.869    1.30340
3282.598   -0.00900 3282.598   -0.28680 3281.621    0.56848 3282.403   -0.40028 3282.305    0.09541 3282.500   -0.05243 3282.794    0.67163 3282.403   -0.01515 3282.696    0.96066 3283.185   -0.35971 3282.696    0.33758 3282.892   -1.08285 3282.500   -1.70891 3283.185    1.02080 3282.696   -2.27276 3283.869   -1.21731 3283.283   -1.89830 3283.380   -1.23170 3283.087   -0.82371 3283.967    2.12239
3282.696    0.07210 3282.696    0.00009 3281.719   -0.30240 3282.500    0.03093 3282.403   -0.47042 3282.598    0.20682 3282.892    0.69655 3282.500   -1.05569 3282.794    0.53123 3283.282    0.32098 3282.794    0.43699 3282.989   -1.49707 3282.598   -1.41095 3283.282    0.35938 3282.794   -0.94405 3283.967   -0.57794 3283.380   -1.89830 3283.478   -0.31185 3283.185    0.17142 3284.064    2.42020
3282.794    0.31542 3282.794   -0.63746 3281.816    0.11411 3282.598    0.22497 3282.500   -1.15414 3282.696    0.41894 3282.989   -0.15086 3282.598   -1.41041 3282.891    0.22811 3283.380    0.26426 3282.891   -0.06010 3283.087   -0.69822 3282.696   -0.98057 3283.380    0.38814 3282.891   -0.49035 3284.064   -1.28461 3283.478   -1.64725 3283.576   -0.91329 3283.282    0.95331 3284.162    1.22895
3282.892   -0.36046 3282.892   -0.06366 3281.914   -0.03735 3282.696   -0.07687 3282.598   -1.10699 3282.794    0.06541 3283.087   -0.22563 3282.696   -1.00839 3282.989    0.00076 3283.478    1.17185 3282.989   -0.80574 3283.185   -0.57987 3282.794   -0.58330 3283.478    0.70447 3282.989   -0.52276 3284.162   -1.31826 3283.576    0.14598 3283.674   -1.12556 3283.380    2.80140 3284.260    0.78223
3282.989   -0.17121 3282.989    0.54201 3282.012   -0.37813 3282.794    0.39746 3282.696   -0.54115 3282.891   -0.59451 3283.185   -0.20070 3282.794   -0.29893 3283.087    0.05129 3283.576    1.54056 3283.087   -0.03524 3283.282   -1.23078 3282.891   -1.77512 3283.576    0.67571 3283.087   -1.72183 3284.260   -2.96714 3283.674   -0.32026 3283.771   -0.91329 3283.478    2.01952 3284.358   -0.59515
3283.087   -0.44156 3283.087    0.79703 3282.109   -1.17328 3282.891   -0.35716 3282.794    0.07183 3282.989   -0.47666 3283.282   -0.67426 3282.891   -0.25164 3283.185   -0.02450 3283.673    0.94495 3283.185   -0.30864 3283.380   -1.52665 3282.989   -2.13929 3283.673    0.76198 3283.185   -1.81905 3284.358   -3.60651 3283.771    1.07846 3283.869   -0.09957 3283.576    0.59790 3284.455   -1.30246
3283.185   -0.79302 3283.185    0.70140 3282.207   -1.74124 3282.989   -0.70213 3282.892    0.87344 3283.087    0.23039 3283.380   -0.94842 3282.989    0.15039 3283.282    0.22811 3283.771    0.51952 3283.282   -0.58204 3283.478   -0.66863 3283.087   -1.14610 3283.771    0.76198 3283.282   -1.62461 3284.456   -3.10175 3283.869    2.08267 3283.967    0.89104 3283.674    0.10034 3284.553    0.00047
3283.282   -0.68488 3283.282   -0.63746 3282.305   -1.13541 3283.087   -0.52964 3282.989    1.22708 3283.185    0.60749 3283.478   -0.67426 3283.087   -0.08610 3283.380   -0.02450 3283.869   -0.58660 3283.380   -0.45777 3283.576   -0.34317 3283.185   -0.61641 3283.869    1.07832 3283.380   -1.26813 3284.553   -2.32778 3283.967    0.43290 3284.064    2.58922 3283.771   -1.10803 3284.651   -0.18566
3283.380   -0.17121 3283.380   -0.66934 3282.403    0.07625 3283.185    0.22497 3283.087    0.66125 3283.282   -0.35882 3283.576   -0.74903 3283.185    0.31593 3283.478    0.32915 3283.967   -1.66436 3283.478   -0.10981 3283.674   -0.40234 3283.282    0.11193 3283.967    1.13583 3283.478   -1.49498 3284.651   -1.25096 3284.065   -0.17680 3284.162    3.36756 3283.869   -1.39235 3284.749   -2.67984
3283.478    0.72094 3283.478   -1.08374 3282.500    1.06072 3283.282    0.37590 3283.185    0.75555 3283.380   -1.32513 3283.674   -0.44994 3283.282    0.38688 3283.576   -0.02450 3284.064   -1.29566 3283.576   -0.15952 3283.771   -0.16565 3283.380    0.47609 3284.064   -0.35955 3283.576   -2.49961 3284.749   -0.91445 3284.162   -0.53545 3284.260    3.40294 3283.967   -1.64114 3284.846   -2.94043
3283.576    0.96426 3283.576   -0.66934 3282.598    1.78014 3283.380   -0.07687 3283.282    1.41570 3283.478   -1.13658 3283.771   -0.22563 3283.380    0.64701 3283.673    0.37967 3284.162   -0.89859 3283.673    0.46185 3283.869    0.07105 3283.478    0.87337 3284.162   -1.39481 3283.673   -2.14313 3284.846   -0.74620 3284.260   -1.57552 3284.358    1.95240 3284.064   -0.46831 3284.944   -0.18566
