3278.102    1.54773
3278.102   -1.00352
3278.102    0.63618
3278.102    1.46990
3278.102    0.52863
3278.102   -0.16264
3278.102   -0.90150
3278.102    0.23937
3278.102   -0.68143
3278.102    1.13596
3278.102   -1.08210
3278.102    1.24848
3278.102   -0.92711
3278.102    0.22912
3278.102   -0.09807
3278.102    1.05729
3278.102   -1.43055
3278.102   -0.13087
3278.102   -0.66799
3278.102    1.46207
3278.102   -0.43248
3278.102    0.89331
3278.102    0.15436
3278.102   -0.12528
3278.102    0.35363
3278.102   -2.14395
3278.199    1.00626
3278.199   -0.52453
3278.199    1.13600
3278.199    0.72017
3278.199    2.02808
3278.199   -0.24594
3278.199   -0.94316
3278.199   -0.42705
3278.199   -0.59813
3278.199    1.05265
3278.199   -0.51981
3278.199    0.54041
3278.199   -0.76050
3278.199    0.08334
3278.199    0.17267
3278.199    1.41133
3278.199   -0.63917
3278.199    0.47307
3278.199   -0.18900
3278.199    0.23335
3278.199   -1.01560
3278.199    0.43514
3278.199   -0.51206
3278.199   -0.47932
3278.199   -0.27114
3278.199   -1.91486
3278.297    0.11076
3278.297   -0.85774
3278.297    0.24049
3278.297    0.38696
3278.297    1.00763
3278.297    0.14975
3278.297   -1.13059
3278.297   -0.15631
3278.297   -0.45235
3278.297    1.55247
3278.297    0.00083
3278.297   -0.58418
3278.297   -0.86463
3278.297    0.18747
3278.297   -0.20220
3278.297    0.18261
3278.297    0.69367
3278.297    0.43142
3278.297    0.91476
3278.297   -0.64133
3278.297   -0.72404
3278.297   -0.33541
3278.297   -0.63701
3278.297   -0.12528
3278.297   -0.14619
3278.297   -0.58202
3278.395    0.38149
3278.395   -1.04517
3278.395   -0.77997
3278.395   -0.90423
3278.395    0.32038
3278.395   -0.05851
3278.395   -2.08857
3278.395   -0.09384
3278.395   -0.28574
3278.395    1.05265
3278.395    0.12579
3278.395   -0.95904
3278.395   -0.78133
3278.395    0.10417
3278.395   -0.38963
3278.395    0.01601
3278.395    0.44377
3278.395    0.13986
3278.395    0.35247
3278.395   -0.93288
3278.395   -0.30752
3278.395   -0.27293
3278.395   -0.11637
3278.395   -0.02115
3278.395   -0.83343
3278.395    0.29266
3278.493   -0.03502
3278.493   -0.87856
3278.493   -1.55052
3278.493   -1.92469
3278.493   -0.34604
3278.493   -0.43337
3278.493   -2.00527
3278.493    0.36433
3278.493    0.29738
3278.493    0.65696
3278.493    0.12579
3278.493   -1.37555
3278.493   -0.80215
3278.493   -0.35400
3278.493   -0.20220
3278.493    0.47417
3278.493    0.65202
3278.493   -0.13087
3278.493   -0.00157
3278.493   -1.20362
3278.493   -0.84899
3278.493   -0.04385
3278.493    0.40427
3278.493   -0.29188
3278.493   -1.02087
3278.493    0.81330
3278.590   -1.51364
3278.590   -1.85737
3278.590   -1.17565
3278.590   -1.29992
3278.590   -1.44981
3278.590    0.19140
3278.590   -1.50545
3278.590    0.80167
3278.590    1.06793
3278.590   -0.07193
3278.590    0.41735
3278.590   -1.08399
3278.590   -0.26069
3278.590   -0.49978
3278.590    0.06854
3278.590    0.86986
3278.590    0.56872
3278.590    0.03573
3278.590    0.22752
3278.590   -0.24564
3278.590   -0.61991
3278.590    0.97661
3278.590    0.90409
3278.590   -0.81253
3278.590   -1.81224
3278.590    0.23018
3278.688   -2.80484
3278.688   -1.27425
3278.688   -1.02987
3278.688   -0.86258
3278.688   -1.55393
3278.688    0.54543
3278.688   -0.44334
3278.688    0.48928
3278.688    0.79719
3278.688   -0.53010
3278.688    0.10496
3278.688   -0.18849
3278.688    0.05170
3278.688   -0.41647
3278.688   -0.82697
3278.688    0.70325
3278.688    0.54789
3278.688    0.88959
3278.688   -0.35560
3278.688    1.17051
3278.688   -0.45330
3278.688    1.80964
3278.688    0.63335
3278.688   -0.97913
3278.688   -1.87472
3278.688    0.10523
3278.786   -1.76355
3278.786   -1.12847
3278.786   -1.07153
3278.786   -0.82093
3278.786   -1.67889
3278.786   -0.28759
3278.786   -0.04765
3278.786   -0.13549
3278.786    0.33903
3278.786   -0.84248
3278.786    0.06331
3278.786   -0.18849
3278.786    0.19748
3278.786    0.12499
3278.786   -0.16054
3278.786   -0.06730
3278.786    0.77698
3278.786    0.24399
3278.786   -0.54303
3278.786    1.19133
3278.786    0.50468
3278.786    1.58056
3278.786    0.71666
3278.786   -0.54179
3278.786   -1.41655
3278.786    1.41724
3278.884   -0.51401
3278.884   -1.25343
3278.884   -1.23813
3278.884   -0.09203
3278.884   -2.30366
3278.884   -0.59998
3278.884   -0.19343
3278.884   -0.34375
3278.884    0.56811
3278.884   -0.11359
3278.884    0.10496
3278.884    0.24885
3278.884   -1.15619
3278.884    0.54151
3278.884   -0.09807
3278.884   -0.19225
3278.884   -0.43091
3278.884   -1.13051
3278.884   -0.18900
3278.884    1.71198
3278.884    0.62963
3278.884    0.22689
3278.884    0.65418
3278.884   -0.85418
3278.884   -2.06215
3278.884    2.45853
3278.981   -0.86805
3278.981   -1.08682
3278.981   -0.48841
3278.981   -0.55019
3278.981   -2.92843
3278.981   -0.07934
3278.981    0.47299
3278.981   -0.09384
3278.981    1.04710
3278.981   -0.63423
3278.981   -0.16577
3278.981   -0.16766
3278.981   -2.05170
3278.981   -0.06244
3278.981    0.19349
3278.981   -0.08812
3278.981   -1.09733
3278.981   -1.21381
3278.981   -0.35560
3278.981    0.37913
3278.981   -0.09927
3278.981   -0.50201
3278.981    0.23766
3278.981   -0.97913
3278.981   -1.74976
3278.981    1.64633
3279.079   -1.57612
3279.079   -1.25343
3279.079    0.07389
3279.079   -2.17460
3279.079   -3.11586
3279.079    0.19140
3279.079    1.22272
