3278.493   -1.54660
3278.590   -1.61805
3278.688   -1.93960
3278.786   -3.58309
3278.884   -3.44018
3278.981   -2.58271
3279.079   -0.76058
3279.177   -0.08175
3279.275   -0.33184
3279.373    0.81145
3279.470    2.09766
3279.568    2.20484
3279.666    2.45494
3279.763    1.91902
3279.861    3.24095
3279.959    0.45417
3280.057   -0.72485
3280.155   -0.72485
3280.252   -1.86815
3280.350   -2.61843
3280.448   -0.97495
3280.545    1.59747
3280.643    1.91902
3280.741    0.81145
3280.839    1.20446
3280.937   -0.08175
3281.034   -2.58271
3281.132   -3.54736
3281.230   -3.15435
3281.327   -2.33261
3281.425   -1.04640
3281.523   -0.61767
3281.621   -0.83204
3281.719   -0.83204
3281.816   -0.65340
3281.914   -0.58194
3282.012   -0.47476
3282.109    0.88291
3282.207    1.24019
3282.305    0.66854
3282.403   -0.15320
3282.500   -1.43941
3282.598   -3.97610
3282.696   -3.44018
3282.794   -1.18932
3282.892   -0.08175
3282.989    0.70427
3283.087    1.16873
3283.185    0.38271
3283.282    0.66854
3283.380    1.06155
3283.478    0.84718
3283.576    0.84718
3283.674    0.16835
3283.771    1.20446
3283.869    0.52563
3283.967   -0.86776
3284.064   -0.22466
3284.162   -1.72524
3284.260   -2.47552
3284.358   -1.22504
3284.456    0.06116
3284.553    1.24019
3284.651    1.31164
3284.749    0.95436
3284.846    0.45417
3284.944    0.52563
3285.042    0.99009
3285.140    0.59708
3285.238    1.02582
3285.335    1.49028
3285.433    0.70427
3285.531    0.16835
3285.629    1.52601
3285.726    2.31202
3285.824    0.99009
3285.922   -1.29650
3286.020   -1.97533
3286.117   -1.97533
3286.215    0.27553
3286.313    0.91863
3286.411    0.88291
3286.508    1.38310
3286.606    1.31164
3286.704    0.70427
3286.802    1.27591
3286.899    1.84756
3286.997    1.70465
3287.095   -0.22466
3287.193   -1.58232
3287.290   -2.01106
3287.388   -1.83242
3287.486   -2.29688
3287.583   -3.11863
3287.681   -3.47591
3287.779   -1.51087
3287.877    0.20408
3287.975    0.31126
3288.072    0.41844
3288.170    0.41844
3288.268    0.81145
3288.365    1.02582
3288.463   -0.15320
3288.561    0.16835
3288.659   -0.61767
3288.757   -3.65455
3288.854   -3.65455
3288.952   -2.76135
3289.050   -1.61805
3289.148    0.41844
3289.245    0.77572
3289.343    1.63319
3289.441    1.59747
3289.539    1.20446
3289.636    2.45494
3289.734    1.38310
3289.832   -0.01029
3289.930   -0.01029
3290.027    0.81145
3290.125    1.81183
3290.223    1.63319
3290.321    1.56174
3290.418    0.73999
3290.516    1.20446
3290.614    1.38310
3290.712    1.34737
3290.809    1.27591
3290.907   -0.58194
3291.005    0.99009
3291.103    2.31202
3291.200    3.27668
3291.298    2.49066
3291.396    3.06231
3291.494    2.34775
3291.591    0.70427
3291.689    2.13339
3291.787    2.56212
3291.885    0.09689
3291.982   -0.47476
3292.080    0.81145
3292.178    1.74038
3292.276    1.45455
3292.374    1.56174
3292.471    0.77572
3292.569    0.81145
3292.667    0.41844
3292.764    0.38271
3292.862    1.02582
3292.960    1.49028
3293.058    2.31202
3293.156    1.84756
3293.253    0.34699
3293.351   -0.11748
3293.449    1.09727
3293.546    0.56135
3293.644    0.41844
3293.742    1.24019
3293.840    3.09804
3293.938    4.06270
3294.035    4.06270
3294.133    4.16988
3294.231    3.52678
3294.328    3.31241
3294.426    3.49105
3294.524    2.84794
3294.622    3.81260
3294.719    4.49143
3294.817    3.16950
3294.915    2.02620
3295.013    2.63358
3295.110    4.02697
3295.208    3.52678
3295.306    3.74114
3295.404    3.66969
3295.501    3.63396
3295.599    5.52754
3295.697    5.63473
3295.795    5.84909
3295.893    4.88444
3295.990    3.34814
3296.088    5.42036
3296.186    6.38501
3296.283    5.63473
3296.381    5.20599
3296.479    4.45570
3296.577    2.95513
3296.675    2.70503
3296.772    4.81298
3296.870    5.38463
3296.968    5.56327
3297.065    6.56365
3297.163    7.24248
3297.261    7.13530
3297.359    4.84871
3297.457    4.95589
3297.554    5.74191
3297.652    5.95628
3297.750    6.09919
3297.847    6.17065
3297.945    5.52754
3298.043    6.06346
3298.141    5.77764
3298.239    5.67045
3298.336    5.67045
3298.434    7.74268
3298.532    7.70695
3298.630    8.49296
3298.727    9.60053
3298.825   10.06499
3298.923    8.74306
3299.021    9.81490
3299.118   10.77955
3299.216   12.03003
3299.314   12.67313
3299.412   12.70886
3299.509   12.06576
3299.607   11.42266
3299.705   12.03003
3299.802   15.53137
3299.900   17.21059
3299.998   15.38846
3300.096   14.35235
3300.194   15.88865
3300.291   15.03118
3300.389   16.03156
3300.487   17.99660
3300.584   18.49679
3300.682   18.63970
3300.780   17.35350
3300.878   17.06767
3300.976   18.03233
3301.073   18.46107
3301.171   19.81873
3301.269   20.21174
3301.366   20.78338
3301.464   19.67582
3301.562   20.99775
3301.660   23.14143
3301.758   24.32045
3301.855   23.46298
3301.953   23.03424
3302.051   23.39152
3302.149   23.35580
3302.246   24.82064
3302.344   27.10723
3302.442   28.78645
3302.540   28.07189
3302.637   28.25053
3302.735   27.60742
3302.833   26.60704
3302.931   27.07150
3303.028   28.10762
3303.126   29.89401
3303.224   29.92974
3303.322   29.82256
3303.419   29.89401
3303.517   32.14488
3303.615   33.82409
3303.713   34.43147
3303.810   34.21710
3303.908   33.03807
3304.006   33.32390
3304.104   33.43108
3304.201   33.78836
3304.299   34.68156
3304.397   35.00311
3304.495   35.32466
3304.592   36.75378
3304.690   36.93242
3304.788   36.64660
3304.886   37.39689
3304.983   38.64737
3305.081   38.14717
3305.179   37.50407
3305.277   38.89746
3305.375   40.54095
3305.472   43.50637
3305.570   44.11374
3305.668   44.18520
3305.765   43.97083
3305.863   46.07878
3305.961   47.57936
3306.059   46.29315
3306.156   48.25819
3306.254   48.40110
3306.352   50.04459
3306.450   49.86595
3306.547   51.15215
3306.645   52.50982
3306.743   53.40301
3306.841   53.90321
3306.938   54.11757
3307.036   56.40416
3307.134   59.22667
3307.232   60.54861
3307.329   61.90627
3307.427   62.87093
3307.525   64.97888
3307.623   67.51556
3307.720   69.73069
3307.818   69.98079
3307.916   70.62389
3308.014   73.94659
3308.111   76.19746
3308.209   79.34152
3308.307   81.37801
3308.405   81.73529
3308.502   84.16479
3308.600   87.84477
3308.698   91.66766
3308.796   92.27504
3308.894   95.77638
3308.991   98.67035
3309.089  101.17130
3309.187  103.60080
3309.284  105.02992
3309.382  107.35224
3309.480  109.71029
3309.578  111.92542
3309.676  116.10559
3309.773  118.57082
3309.871  120.60732
3309.969  121.00032
3310.066  124.03720
3310.164  126.03797
3310.262  126.89544
3310.360  126.03797
3310.458  124.03720
3310.555  125.07331
3310.653  127.32417
3310.751  129.25348
3310.848  130.93270
3310.946  131.00415
3311.044  131.54007
3311.142  131.21852
3311.240  130.64687
3311.337  130.18241
3311.435  129.53931
3311.533  126.75253
3311.631  125.03758
3311.728  123.39410
3311.826  121.17896
3311.924  119.10674
3312.021  116.14132
3312.119  113.71182
3312.217  109.74601
3312.315  105.31575
3312.413  101.17130
3312.510   99.17054
3312.608   96.81249
3312.706   91.06029
3312.803   83.62887
3312.901   74.91125
3312.999   68.76604
3313.097   64.22859
3313.195   57.65464
3313.292   50.22323
3313.390   39.07610
3313.488   28.32198
3313.585   18.81834
3313.683    7.49258
3313.781   -5.08366
3313.879  -19.33912
3313.977  -32.98720
3314.074  -47.34985
3314.172  -59.96182
3314.270  -72.53806
3314.367  -88.93720
3314.465 -103.40702
3314.563 -117.01938
3314.661 -133.06123
3314.759 -147.67397
3314.856 -161.17914
3314.954 -174.04121
3315.052 -184.68814
3315.150 -194.33469
3315.247 -200.33699
3315.345 -205.62473
3315.443 -208.73306
3315.541 -211.26975
3315.638 -211.94858
3315.736 -211.12684
3315.834 -209.44762
3315.932 -206.12492
3316.029 -202.69504
